Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack
fsh-generated/resources/ValueSet-space-psychological-effects.json	2143	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	49	0	0	0	0	0
fsh-generated/resources/ValueSet-space-radiation-effects.json	2313	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	49	0	0	0	0	0
fsh-generated/resources/ValueSet-space-visual-effects.json	2248	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	31	0	0	0	0	0
input/resources/StructureDefinition-average-blood-pressure.json	300035	11	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	366	314	0	0	4	0	5
input/resources/StructureDefinition-body-mass-index.json	182973	5	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	166	0	0	0	0	4
input/resources/StructureDefinition-body-temperature.json	220953	7	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	258	322	0	0	0	0	4
input/resources/StructureDefinition-body-weight.json	218536	7	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	202	0	0	1	0	4
input/resources/StructureDefinition-bp-device.json	117903	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	115	0	0	0	0	2
input/resources/StructureDefinition-heart-rate.json	229708	9	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	281	180	0	0	1	0	5
input/resources/StructureDefinition-height.json	218779	7	0	20	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	259	168	0	0	0	0	4
input/resources/StructureDefinition-oxygen-saturation-arterial-blood-pulseOx.json	274736	9	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	320	248	0	0	1	0	6
input/resources/StructureDefinition-oxygen-saturation-arterial-blood.json	179131	22	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	209	165	0	0	0	0	3
input/resources/StructureDefinition-respiratory-rate.json	236840	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	162	0	0	0	0	5
input/resources/StructureDefinition-twenty-four-hour-blood-pressure.json	302526	11	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	384	266	0	0	1	0	5
input/resources/StructureDefinitions-BloodPressurePanel.json	389111	14	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	257	0	0	0	0	6
